Name,Position,PC1,PC2
F. Acerbi,CB,2.5192504178091504,2.525988822608046
Sergi Roberto,RB,4.304947996378449,0.600827786203543
Rodrigo,ST,3.337831893482269,-2.1659138406290004
Pizzi,LCM,3.8516785514591043,-0.5423378293398335
K. Kampl,LCM,3.778695102197128,-0.6060443769843923
Neto,GK,-3.3881541878263435,-0.36751027949021936
O. Baumann,GK,-3.3948201443451884,0.11885710463458347
I. Gueye,RDM,3.7893798640019334,1.46015886446136
H. Mkhitaryan,RM,3.6122070951523177,-1.0143586409682774
Marcos Alonso,LB,4.3520433609989615,0.7321459185237923
D. Subaši?,GK,-4.113161305271064,0.4760386250513958
K. Glik,RCB,1.2988030903785244,3.083722659344994
K. Strootman,CDM,3.862771930119274,1.2589513159181613
B. Dost,ST,2.4699112743001286,-0.4544133265046932
Oscar,LCM,3.0268903175066995,-2.1772731272569796
M. Balotelli,LS,2.6522356158652536,-2.178588623465337
Luiz Gustavo,LCB,3.179597261351633,1.8913214407613461
Giuliano,CAM,3.4105879501633187,-1.5523330426838664
David Luiz,LCB,2.593521960226758,1.7089628349664883
R. Fährmann,GK,-3.913677943340055,0.46544109368934045
Juan Mata,RM,2.1793539447319383,-2.7069914046939436
Adán,GK,-3.720837637538902,0.30110755343795553
Rui Patrício,GK,-3.153908317194397,0.1865647711127275
Y. Sommer,GK,-2.9471744589084703,0.07645417331313986
Javi Martínez,CDM,2.4511815550783513,2.514680567979912
L. Bender,RB,3.6106931222836574,1.4976894716162057
Lucas Leiva,LDM,3.508686556504911,1.0056048784304827
S. Mandanda,GK,-3.9694702609679497,0.04435190832290844
Cesc Fàbregas,CM,2.252454321701366,-0.7673255671817281
M. Dembélé,CM,4.133514896138648,1.1009710653074376
F. Ribéry,LM,1.744010315466411,-2.4666744493340635
R. Jarstein,GK,-4.116619218737526,0.1373543487257599
D. De Rossi,RDM,2.649144823857318,1.9466540805683628
Pepe Reina,GK,-4.102303375248493,0.29643500363166836
J. Pavlenka,GK,-4.64108013389281,-0.08871958780442751
M. de Ligt,RCB,3.2137983334380897,1.644849958570957
Rodri,CM,4.005368310869724,0.9302661901265283
Arthur,LCM,4.063370896539783,-0.08112317806013773
G. Donnarumma,GK,-2.825695385827459,-0.06995813145174597
Rosberto Dourado,RCM,3.988316600084968,0.9897702492863156
Juiano Mestres,RCB,2.3605356544575398,1.6749455075940078
Raphaelito Anjos,GK,-4.623099244512292,0.8877320380583434
Gelson Martins,RM,3.5213921643943844,-2.2965635783222633
Gonçalo Guedes,LM,3.4518705299497006,-2.116810138480822
L. Torreira,LCM,3.9090155139070815,1.0777619664267188
Malcom,RW,2.8687879500858964,-2.6727620961023364
Pau López,GK,-3.1138791829835735,-0.6736785397743497
L. Hernández,LB,3.546244891872798,1.3662738991206347
C. Lenglet,LCB,2.6103550310159838,2.151286566870229
A. Kramari?,LCM,2.5060271148901454,-2.8583613907210443
A. Robertson,LB,3.997827775466787,0.5151016400489338
Dani García,RCM,2.7225984844392057,2.133967093123746
F. Bernardeschi,RM,3.7527191253544316,-1.1910898443817441
J. Brandt,LM,2.92828952619189,-2.756840943726524
D. Rugani,CB,2.236747259727788,2.175046196142175
Samu Castillejo,RM,2.793582417547943,-2.3487067355300413
João Cancelo,RB,4.330192576283163,0.1489083455695834
A. Romagnoli,LCB,2.6687276578498147,2.2048773879619916
T. Partey,CDM,4.299478712192706,1.0037209347903033
Fred,CM,4.383054587996166,-0.02865239117098979
J. Vardy,ST,3.187317760283935,-1.532520956697221
A. Belotti,LS,2.805078604025506,-2.084218187835325
E. Forsberg,LM,2.559708514909101,-1.9348774120963406
J. Lingard,CAM,3.5485698396103857,-1.7709996647350161
F. Vázquez,LCM,2.5140567727794294,-0.8103477549586668
E. Viš?a,RM,3.3639455493523696,-2.0882078355249147
A. Rüdiger,CB,2.2570725993254332,2.0468603042619677
A. Florenzi,RB,4.097377276037133,0.2202591722691515
H. Maguire,LCB,2.508733374158297,2.2052433700483234
T. Meunier,RM,4.445283882125699,0.7637663982857003
S. Sané,CB,2.3981574597255726,2.5097285995260616
G. Kondogbia,CM,4.447618783288406,1.2890748758258188
Rafinha,CAM,3.7701163032284857,-0.23878422716080872
Gabriel Paulista,LCB,2.6806669031243286,1.8573974455109454
Morata,ST,2.5239877842365948,-2.7585828693975563
J. Cillessen,GK,-3.1898001956126056,0.14804077847196756
W. Ben Yedder,RS,2.8165178136416387,-2.3795688334782845
C. Bakambu,ST,3.104083456694573,-2.113667840293547
Pablo Sarabia,RCM,3.1976851609771395,-1.7067636999884654
W. Zaha,LS,3.0600676278922347,-2.6399015659371816
Luis Alberto,CF,2.8150821644994024,-2.5154225381157844
Jonathan Viera,LF,3.9352055917161897,-0.337368011811793
Bartra,CB,3.0589403969657014,1.198874820863033
S. Coates,RCB,2.81593825116108,2.4113201720851265
Willian José,ST,2.594108942764799,-1.2765459463634063
Mário Fernandes,RB,3.860872068537903,0.8382590364742005
Víctor Ruiz,LCB,2.1141544349336834,2.5764276616290562
T. Delaney,LCM,4.216312750809981,0.9650165327447608
K. Casteels,GK,-3.3540482122632174,0.21899994785476773
M. Götze,CM,3.3602591054570228,-0.621534273538438
S. Mustafi,RCB,2.56578918507539,1.6025978088924668
J. Pastore,CAM,3.1246767072209733,-0.6003970621418435
Pedro,RW,2.462970271115222,-2.3542367836943447
G. Bonaventura,CM,3.9510315534073803,-0.1072121188193529
R. Bürki,GK,-3.549903983494423,0.18316467035019707
Taison,LM,3.4602262535290023,-1.6914861495491136
S. Nzonzi,CDM,3.3446110646559988,1.963018301596723
Marlos,RM,3.368133308453035,-1.635944476484767
A. Ramsey,CAM,3.949988943461914,-0.10266929370355157
K. Trippier,RB,3.434608487686368,0.9524220273521777
A. Kolarov,LB,3.3027575312566975,1.3079781286226717
G. Sigurðsson,CAM,3.1174111354936094,-0.47908990713603944
S. Giovinco,CF,2.4153428308204647,-3.291869247669394
M. Arnautovi?,LS,3.319472678360167,-1.1054209249037954
N. Gaitán,CAM,2.4642297691971127,-2.327726931645798
J. Henderson,RCM,3.7456285783236387,0.9257582718025101
M. Kruse,ST,2.680046809924119,-1.586089824772793
M. Parolo,RDM,3.486202179841829,1.0314774196459806
L. Fejsa,CDM,3.0301338785417906,2.0450345756432955
A. Rami,RCB,2.3813264947441617,2.4386419998344637
V. ?orluka,LCB,2.4034277239326607,2.0450365063143003
G. Wijnaldum,CAM,4.1589229362585165,0.24701002178079134
F. Fazio,LCB,1.3850913386124226,3.1452693263535187
O. Giroud,ST,1.7158809748174157,-0.5968499582352801
Marcano,CB,2.4494407816963184,1.9629213396510323
A. Guardado,CM,3.538600580961799,0.06975547260143822
E. Garay,RCB,1.5257741539307634,2.4964956937662723
Jardel,LCB,1.699185288632049,2.5889888081375214
S. Sirigu,GK,-4.215622837720063,-0.01892210491402084
E. Viviano,GK,-4.451890526792861,-0.41522038573632847
L. Koscielny,CB,1.8839416895951493,2.089097990602878
A. Consigli,GK,-4.68066733822452,-0.09346022340417028
L. Biglia,CDM,3.0136088912300285,1.000815669075238
Dani Alves,RB,3.0821055135579547,0.14835195962230488
David Villa,ST,1.6989964469706182,-2.2374360173569543
Aduriz,ST,1.353498517885718,-1.367238234831476
P. ?ech,GK,-4.526895791613097,0.32362615427637514
Casillas,GK,-3.9514451434474336,0.005501611080648331
M. Rashford,LW,3.372245174747888,-1.961298820436163
Laure Santeiro,CAM,1.6581695723714722,-3.0978441536309766
L. Bailey,LM,2.6347449753454892,-3.0745076687481157
M. Akanji,LCB,3.2298471232922843,1.6715544766922712
F. de Jong,LDM,3.7697912523488264,0.4358584861584476
Nélson Semedo,RB,3.856439289533302,0.3549906728367021
Pablo Fornals,CAM,3.709633359175899,0.06473386484410106
Fabián,LM,3.7191331369733303,0.20362038438557756
E. Bailly,CB,2.5229836663577516,2.0079658324446634
Dani Ceballos,LCM,3.6201710090074544,0.08460161442002145
H. Lozano,LS,3.15303108051377,-2.334530788763826
Morales,LS,3.4948310797367577,-1.458963324153056
J. Seri,LDM,3.451263215000381,0.072634508837489
M. Politano,RM,2.635006305736768,-2.8364969808710625
M. Brozovi?,LDM,3.7875947784642383,0.4509545285341357
Williams,LW,3.0768682346276695,-2.0735390380960066
A. Correa,RM,3.2015743571802364,-1.6812438986166167
A. Christensen,LCB,2.6571006395950123,1.71921935968301
João Mário,CAM,3.5059862583315153,0.17247257859861587
T. Strakosha,GK,-4.241828561713079,-0.21563655658684866
E. Hysaj,RB,3.5761296619010188,0.947936017596324
P. Zieli?ski,RCM,3.6945354202855416,-0.5200404506214072
Ricardo Pereira,RB,3.981418191627076,0.09687996950035938
Grimaldo,LB,3.7060945865515778,0.4689503618272189
R. Guerreiro,LM,3.5726015211697537,-0.3879065028665257
A. Doucouré,RDM,4.2526615270427035,1.0671375945669002
J. Martínez,LS,2.1521867484164043,-2.8695967544467655
C. Bacca,LS,1.6631041542351443,-2.289424993133602
A. Plea,LW,2.914705093860429,-1.4922638449576546
B. Davies,LB,3.569974507253707,0.8766334788053665
M. Nastasi?,LCB,1.702745352234643,2.057327560695073
A. Milik,CF,2.2175292146719072,-1.7282074011259125
M. Sabitzer,LM,3.4788208733724297,-0.7371771173837346
B. Mendy,LB,3.5371339421040897,1.3705637658995886
C. Kramer,CDM,2.9093327718100657,1.6867916791717934
S. Vrsaljko,RB,3.4697845746084712,1.2169333476366908
T. Hazard,RW,2.854024510547136,-1.592750163054843
K. Bellarabi,RM,2.7416872645570725,-2.2203613423288915
S. Zaza,RS,2.7007259695634374,-1.0669417075584369
F. Ghoulam,LB,3.693538065585878,0.6435504557519635
B. Lecomte,GK,-4.71352172385106,-0.010991528359489775
J. Ili?i?,CAM,2.3090929443569252,-1.4895791658753057
K. Volland,ST,3.4984462416696744,-0.9373120972376816
Paco Alcácer,ST,2.0674087282166616,-2.863676905702546
Vitolo,LM,2.4432252501343696,-2.1050884909982592
G. Xhaka,LDM,2.640038964711023,1.3173187610986465
D. Tadi?,LAM,2.064627535294099,-2.065784684163059
C. Aránguiz,LDM,3.3043117916873355,0.3630801020510749
S. Verdi,RW,2.7442895961757463,-2.239144642222958
D. Lovren,RCB,1.7263674315664346,2.4006982948438123
G. Medel,RCB,2.739728573412859,2.3481155300735166
X. Shaqiri,CAM,3.104740342103048,-0.905429068180462
J. Corona,RM,2.6886569957132034,-2.6473809425431174
A. Areola,GK,-3.372730800971844,0.3844345062798009
K. Vogt,CB,3.236200244678041,1.4812328244825232
Ander Herrera,CM,3.856380989627665,0.7481424590787905
E. Salvio,RW,3.6260359669127133,-1.0908723550333055
S. El Shaarawy,LM,2.3747045785904417,-2.752127839072918
C. Smalling,RCB,2.3605020219648294,1.787072020267646
Hulk,RCM,3.293411439074827,-0.8049063104161711
S. Kagawa,CAM,2.815723089533342,-1.5042824693253547
M. Lanzini,CAM,2.297051401804569,-3.001716257570074
F. Smolov,ST,2.535473283035368,-2.1943473319090168
L. Stindl,CF,3.200577025341164,-0.4798876146246998
O. Toprak,CB,2.371515362386117,1.740683265591374
D. Perotti,LW,2.304564604151311,-2.085281483669243
F. Muslera,GK,-2.791635893411534,-0.09476081924154436
B. Höwedes,RCB,1.6459595150554363,1.994023033368084
S. Kjær,RCB,2.158014122321684,1.87619394392698
S. Bender,LCB,2.6107233711688402,2.015319145351476
M. Valbuena,LM,1.9297293421617587,-3.068127561541004
Pedro León,RM,2.201041778376953,-1.3972567369606985
K. Boateng,CM,3.1835905006342635,0.5010919389740509
L. Piszczek,RB,3.2674656885943034,1.0370503572245742
A. Candreva,RM,3.4995651125224936,-0.33287856186076
D. Wass,RB,3.9759509728906393,0.18832747457286753
E. Lamela,RM,3.126324797682787,-1.2747252632911308
D. Rose,LB,3.3901311802390097,0.9191528174018512
C. Vela,RW,2.5136410118616577,-2.380324460159545
Renato Augusto,LCM,3.3687615452320654,0.5906558269468739
A. Valencia,RM,3.7002145692992716,0.9690547288990135
L. Fabia?ski,GK,-4.803345918291214,-0.08628982561569884
João Moutinho,RCM,3.0754173279006536,0.16591901696727407
Borja Valero,CAM,2.6588195972002797,0.26099604916233576
F. Quagliarella,RS,1.3467594187444236,-2.037762052045219
B. Gomis,ST,2.059391149573641,-1.404223925327467
Manuel Fernandes,LM,3.3551241710778306,-0.09269198424202107
H. Herrera,CM,3.9134498752242792,0.8337321123506349
Raffael,CF,2.1169270072248816,-1.5878688522391229
Nani,LM,2.0257318152453423,-2.359382363645204
J. Milner,CM,3.4856690924400615,1.079669770521147
J. Mathieu,LCB,2.6785717622078202,1.9822623307288108
Joaquín,LS,1.5410723388994896,-1.7743472594543837
M. Gómez,ST,1.7870968074612046,-2.1350763989782844
K. Havertz,CAM,2.7550713738215222,-2.1696299907488483
T. Ndombele,CM,3.7371792086480973,0.5026436673943615
H. Aouar,LM,3.7268963590440665,-0.7261537139633001
Carlos Soler,RM,3.5743359830461476,-0.44458552905884446
Odriozola,RB,3.0239588960045913,0.7047503072087532
M. Almirón,CAM,3.3474546645163077,-1.7757668413361791
Welington Dano,LB,3.319825725300785,0.7696465297748271
Everton Andrão,CDM,3.035372309515106,1.1732410128294288
Oyarzabal,CAM,2.3225500596583584,-2.486039080241552
F. Balbuena,RCB,1.8127687411219995,2.5200592637418024
M. Marega,RS,2.4273780068069084,-1.3821773503203405
B. Pavard,RB,2.7707063464548507,1.676147488024162
W. Ndidi,LDM,3.4938564979998255,1.4841047619846184
A. Onana,GK,-3.1823168664287946,-0.373936479555041
G. Lo Celso,RCM,3.4881739684965565,-0.35192575941317245
M. Acuña,LB,3.869481366541881,0.9809420946017716
Rúben Neves,LCM,3.1723882657707776,0.7164353716986682
Mariano,ST,2.822668917909242,-1.347214827367048
Raúl,CB,1.8038981426957417,2.3496879524351666
M. Caldara,CB,1.9239577603899838,2.0239587959492544
M. Vecino,LM,3.496057533208167,0.7826641037223936
T. Bakayoko,LCM,3.092764406103707,1.8257174378596117
M. Dahoud,CM,3.514094113892679,-0.01581003551452329
Rafa,RW,2.6690890038310644,-2.654426667806303
K. Baldé,RM,2.7304440356640116,-2.273193981186942
G. Rulli,GK,-3.62404562131488,0.2430172843320746
F. Armani,GK,-4.156519449823754,0.6783487518778145
Rony Lopes,RM,2.149104637543255,-2.677733858662036
Santi Mina,LS,2.855979661331189,-1.2760181192299949
K. Demirbay,RCM,2.934726798105223,-0.5905383197201328
Gayà,LB,3.680177379182384,0.060238013969820176
André Gomes,LDM,3.3406074686126175,1.071856786906434
N. Tagliafico,LB,3.5681821398584592,0.4056806841284933
M. Sanson,RDM,3.6549732566318616,0.4167730546189713
Pacheco,GK,-3.908607357324512,0.5464157860016694
E. Can,CM,3.792124157040291,1.2765581944969484
H. Çalhano?lu,CAM,2.9203943700471355,-0.8900372649723077
M. Ginter,RWB,2.7144573669650676,1.6471891726266936
M. Keane,RCB,2.3538134441656884,1.8394937955773314
L. Paredes,CM,2.647665802787594,0.7891438183953082
T. Stepanenko,RDM,2.809380622483141,1.5912518585129545
L. Shaw,LB,3.451831655259369,0.8675723783616421
Z. Feddal,CB,1.8213010125309042,2.1824399530565395
S. Haller,RS,2.3915393126949818,-0.9630657052313147
Bernard,LM,2.182191166072576,-2.791292682006135
T. Inui,LM,2.366256963771799,-2.0335062835078963
Portu,RM,3.8177011114842627,-0.5476743978504717
M. Batshuayi,ST,1.6091292862595419,-2.1740333610225067
E. Zahavi,LS,2.4184863773162144,-1.7075995788378464
T. Vaclík,GK,-4.574576134909677,0.6892131522528375
N. Pope,GK,-3.7778045452719153,0.30455737274383315
Héctor Bellerín,RB,3.4721342115285028,0.1998619767166822
P. Kade?ábek,RWB,2.912535766234998,1.5429483784451692
J. Butland,GK,-2.9610855348167773,0.29087948947844056
J. Vestergaard,CB,0.5743405924354738,3.3619692872822946
J. Tarkowski,RCB,2.110038192508867,2.0324174572532088
Deulofeu,RS,2.2708101430159955,-2.88021964606589
E. Dier,CDM,2.9463415365891326,1.8960893699420114
J. Murillo,LCB,2.1887918357625704,1.8580242844481758
M. Badelj,CDM,2.6680243887169888,1.3772810983394033
Ismaily,LB,3.7473853055624042,0.6672185187779152
N. Schulz,LWB,3.324473923571051,0.7604583061828483
L. Digne,LB,3.2615399074039995,0.8894201280883844
M. Uth,ST,2.313316700318267,-1.9889354964264148
Cristian Tello,LM,2.2636963083027943,-2.7368747377287774
D. Vida,LCB,2.1032142844127275,1.709800104017919
L. Muriel,ST,2.3690504204554688,-2.5707597735826457
V. Aboubakar,ST,2.704340610793794,-1.8580635281434943
A. Oxlade-Chamberlain,CM,3.9151978937294074,-0.09374865767932325
S. Aurier,RB,3.2750685690237273,0.9890115766524314
J. Matip,CB,2.4903810143706955,1.9603838207324666
Y. Rakitskyi,LCB,3.2084723421919246,1.6246201928296282
Sergi Enrich,RS,2.5852875025681747,-0.7627611635588212
A. Yarmolenko,RM,2.38624391820303,-1.290754858221247
Hugo Mallo,RB,2.6032929966854343,1.7750168504785129
André Almeida,RB,3.126008310585765,1.498081994905847
