Id,player_rating,Usage
M00020_P00082,6.6,Private
M00020_P00087,5.6,Public
M00020_P00097,5.6,Public
M00020_P00102,0.0,Private
M00020_P00136,6.2,Public
M00020_P00141,7.8,Public
M00020_P00148,5.5,Private
M00020_P00156,6.6,Private
M00021_P00266,0.0,Private
M00021_P00271,0.0,Public
M00021_P00278,7.0,Private
M00021_P00286,5.3,Public
M00021_P01041,6.5,Private
M00021_P01042,0.0,Private
M00021_P01048,0.0,Private
M00021_P01049,8.4,Private
M00021_P01051,5.9,Private
M00021_P01055,0.0,Private
M00021_P01063,6.6,Public
M00021_P01064,0.0,Private
M00022_P00108,6.0,Public
M00022_P00110,5.8,Public
M00022_P00114,0.0,Private
M00022_P00124,0.0,Private
M00022_P00129,5.8,Private
M00022_P00991,0.0,Private
M00022_P00993,5.3,Private
M00022_P00997,0.0,Private
M00022_P01000,6.3,Private
M00022_P01010,6.2,Private
M00023_P00761,0.0,Public
M00023_P00772,5.9,Private
M00023_P00991,0.0,Public
M00023_P00993,5.2,Public
M00023_P00997,0.0,Private
M00023_P01000,6.3,Public
M00023_P01010,7.2,Private
M00024_P00011,6.7,Private
M00024_P00024,6.5,Private
M00024_P00922,5.8,Private
M00024_P00927,6.5,Public
M00024_P00931,0.0,Private
M00024_P00935,7.4,Private
M00025_P00888,5.8,Private
M00025_P00889,5.9,Private
M00025_P00893,4.3,Private
M00025_P00894,0.0,Public
M00025_P00895,5.6,Private
M00025_P00901,7.8,Private
M00025_P00909,7.3,Private
M00025_P01120,6.4,Public
M00026_P00549,0.0,Private
M00026_P00552,7.6,Private
M00026_P00554,6.3,Private
M00026_P00561,7.1,Private
M00026_P00562,7.5,Public
M00026_P00568,0.0,Private
M00026_P01070,0.0,Private
M00026_P01074,6.0,Public
M00026_P01082,0.0,Private
M00027_P00266,0.0,Private
M00027_P00271,0.0,Private
M00027_P00278,0.0,Private
M00027_P00286,6.4,Private
M00027_P00705,5.7,Private
M00027_P00707,6.3,Public
M00027_P00716,6.4,Private
M00027_P00718,0.0,Private
M00027_P00724,5.5,Private
M00027_P00728,6.1,Private
M00028_P01201,5.6,Private
M00028_P01209,0.0,Private
M00028_P01210,6.5,Private
M00028_P01211,7.5,Private
M00028_P01214,5.6,Private
M00028_P01223,0.0,Private
M00028_P01234,6.5,Private
M00028_P01236,6.3,Private
M00028_P01241,6.4,Private
M00028_P01242,0.0,Public
M00029_P00157,5.2,Private
M00029_P00159,0.0,Public
M00029_P00164,6.3,Private
M00029_P00169,4.5,Private
M00029_P00171,0.0,Public
M00029_P00175,0.0,Private
M00029_P00835,0.0,Public
M00029_P00840,6.0,Public
M00029_P00844,5.7,Private
M00029_P00847,0.0,Private
M00029_P00848,6.1,Public
M00029_P00856,0.0,Private
M00030_P00835,0.0,Private
M00030_P00840,5.6,Public
M00030_P00844,0.0,Private
M00030_P00847,6.5,Public
M00030_P00848,6.1,Public
M00030_P00856,0.0,Private
M00030_P01041,6.2,Private
M00030_P01042,0.0,Private
M00030_P01048,0.0,Private
M00030_P01049,0.0,Private
M00030_P01051,0.0,Private
M00030_P01055,6.4,Private
M00030_P01063,7.3,Private
M00030_P01064,0.0,Public
M00031_P00241,0.0,Private
M00031_P00244,0.0,Public
M00031_P00245,6.4,Public
M00031_P00248,5.7,Private
M00031_P00255,8.2,Private
M00031_P00260,0.0,Private
M00031_P00625,0.0,Private
M00031_P00630,0.0,Public
M00031_P00632,5.7,Public
M00031_P00635,5.9,Public
M00031_P00644,6.1,Private
M00031_P00645,7.3,Private
M00031_P00650,6.9,Private
M00032_P00863,6.8,Public
M00032_P00880,0.0,Private
M00032_P00882,0.0,Private
M00032_P00888,0.0,Private
M00032_P00889,6.1,Private
M00032_P00893,5.9,Private
M00032_P00894,6.2,Public
M00032_P00895,0.0,Private
M00032_P00901,7.4,Private
M00032_P00909,6.0,Public
M00033_P00032,0.0,Public
M00033_P00044,5.9,Public
M00033_P00045,5.8,Public
M00033_P00050,6.6,Private
M00033_P00052,0.0,Private
M00033_P00807,5.9,Private
M00033_P00812,0.0,Public
M00033_P00819,0.0,Private
M00033_P00826,6.6,Private
M00033_P00827,7.2,Public
M00034_P00391,0.0,Private
M00034_P00399,6.5,Private
M00034_P00410,5.4,Private
M00034_P00416,5.8,Private
M00034_P00515,5.1,Public
M00035_P00136,0.0,Private
M00035_P00141,6.4,Private
M00035_P00148,0.0,Private
M00035_P00156,6.1,Private
M00035_P00940,0.0,Private
M00035_P00948,0.0,Public
M00035_P00950,5.4,Public
M00035_P00951,7.1,Private
M00035_P00959,6.3,Public
M00035_P00962,0.0,Private
M00036_P00108,0.0,Private
M00036_P00110,5.7,Private
M00036_P00114,0.0,Private
M00036_P00124,6.2,Private
M00036_P00129,6.2,Private
M00036_P00922,6.6,Private
M00036_P00927,0.0,Private
M00036_P00931,0.0,Private
M00036_P00935,0.0,Private
M00037_P00209,6.1,Private
M00037_P00210,0.0,Public
M00037_P00211,0.0,Public
M00037_P00219,5.5,Public
M00037_P00221,6.2,Public
M00037_P00222,0.0,Public
M00037_P00232,5.8,Private
M00037_P00234,7.5,Public
M00037_P01120,0.0,Private
M00038_P00423,0.0,Private
M00038_P00424,5.2,Public
M00038_P00425,0.0,Private
M00038_P00426,0.0,Public
M00038_P00431,0.0,Public
M00038_P00436,5.7,Private
M00038_P00440,0.0,Private
M00038_P00888,6.3,Private
M00038_P00889,6.2,Private
M00038_P00893,5.3,Private
M00038_P00894,0.0,Public
M00038_P00895,7.0,Public
M00038_P00901,7.7,Private
M00038_P00909,0.0,Private
M00039_P00345,5.8,Private
M00039_P00347,6.7,Private
M00039_P00351,6.6,Private
M00039_P00353,6.6,Private
M00039_P00359,7.8,Private
M00039_P00362,5.1,Private
M00039_P00922,0.0,Private
M00039_P00927,5.7,Private
M00039_P00931,6.3,Private
M00039_P00935,0.0,Private
M00040_P00515,0.0,Public
M00040_P01177,0.0,Private
M00040_P01182,7.0,Private
M00040_P01184,6.2,Private
M00040_P01193,5.7,Private
M00040_P01196,7.2,Private
M00041_P00732,5.8,Private
M00041_P00738,0.0,Public
M00041_P00742,0.0,Private
M00041_P00744,0.0,Public
M00041_P00747,6.3,Private
M00041_P00753,6.4,Private
M00041_P00888,5.8,Private
M00041_P00889,4.9,Private
M00041_P00893,5.9,Private
M00041_P00894,6.5,Private
M00041_P00895,6.7,Public
M00041_P00901,7.7,Private
M00041_P00909,0.0,Private
M00042_P00368,0.0,Private
M00042_P00372,6.6,Private
M00042_P00378,5.4,Private
M00042_P00382,0.0,Public
M00042_P00383,6.5,Private
M00042_P00391,0.0,Public
M00042_P00399,0.0,Private
M00042_P00410,6.6,Private
M00042_P00416,5.8,Private
M00043_P00032,6.3,Private
M00043_P00044,6.7,Public
M00043_P00045,0.0,Public
M00043_P00050,0.0,Private
M00043_P00052,5.5,Private
M00043_P00991,0.0,Public
M00043_P00993,0.0,Public
M00043_P00997,0.0,Private
M00043_P01000,5.8,Public
M00043_P01010,7.0,Private
M00044_P00368,6.0,Private
M00044_P00372,7.2,Public
M00044_P00378,5.8,Public
M00044_P00382,0.0,Private
M00044_P00383,6.1,Private
M00044_P00965,0.0,Private
M00044_P00966,0.0,Private
M00044_P00975,0.0,Private
M00044_P00978,6.3,Private
M00044_P00980,0.0,Private
M00044_P00986,6.9,Private
M00045_P01041,5.7,Public
M00045_P01042,0.0,Private
M00045_P01048,6.1,Private
M00045_P01049,7.4,Private
M00045_P01051,0.0,Private
M00045_P01055,5.0,Public
M00045_P01063,0.0,Private
M00045_P01064,5.1,Public
M00045_P01177,6.5,Private
M00045_P01182,0.0,Public
M00045_P01184,6.0,Public
M00045_P01193,6.3,Public
M00045_P01196,0.0,Private
M00046_P00055,0.0,Private
M00046_P00057,5.5,Private
M00046_P00059,0.0,Private
M00046_P00064,0.0,Private
M00046_P00066,0.0,Public
M00046_P00071,0.0,Private
M00046_P00077,0.0,Public
M00046_P00108,5.8,Private
M00046_P00110,0.0,Public
M00046_P00114,7.4,Private
M00046_P00124,6.9,Public
M00046_P00129,5.9,Private
M00047_P00391,0.0,Private
M00047_P00399,5.8,Private
M00047_P00410,6.7,Public
M00047_P00416,6.5,Private
M00047_P00835,5.6,Private
M00047_P00840,0.0,Private
M00047_P00844,0.0,Private
M00047_P00847,0.0,Private
M00047_P00848,0.0,Private
M00047_P00856,5.8,Private
M00048_P00345,5.8,Private
M00048_P00347,0.0,Private
M00048_P00351,6.0,Public
M00048_P00353,0.0,Public
M00048_P00359,4.3,Private
M00048_P00362,6.1,Private
M00048_P00922,0.0,Private
M00048_P00927,0.0,Private
M00048_P00931,6.2,Public
M00048_P00935,0.0,Public
M00049_P00391,0.0,Private
M00049_P00399,6.3,Private
M00049_P00410,5.7,Private
M00049_P00416,5.7,Public
M00049_P00807,0.0,Private
M00049_P00812,6.5,Private
M00049_P00819,6.2,Private
M00049_P00826,0.0,Private
M00049_P00827,7.7,Private
M00050_P00157,6.4,Private
M00050_P00159,0.0,Private
M00050_P00164,0.0,Public
M00050_P00169,0.0,Private
M00050_P00171,5.7,Private
M00050_P00175,5.7,Private
M00050_P00185,5.5,Private
M00050_P00193,5.4,Private
M00050_P00197,6.2,Private
M00050_P00199,0.0,Private
M00050_P00200,5.2,Private
M00051_P00574,0.0,Public
M00051_P00579,6.0,Public
M00051_P00582,0.0,Private
M00051_P00584,5.3,Private
M00051_P00586,0.0,Private
M00051_P00590,7.0,Public
M00051_P00732,0.0,Private
M00051_P00738,5.6,Private
M00051_P00742,6.2,Private
M00051_P00744,5.5,Private
M00051_P00747,0.0,Private
M00051_P00753,5.5,Private
M00052_P00079,7.1,Private
M00052_P00082,5.2,Public
M00052_P00087,0.0,Public
M00052_P00097,6.6,Private
M00052_P00102,6.9,Private
M00052_P01201,5.2,Private
M00052_P01209,0.0,Private
M00052_P01210,0.0,Private
M00052_P01211,8.1,Private
M00052_P01214,0.0,Private
M00053_P00079,0.0,Private
M00053_P00082,6.6,Public
M00053_P00087,6.2,Private
M00053_P00097,0.0,Public
M00053_P00102,5.1,Private
M00053_P00678,0.0,Private
M00053_P00679,0.0,Public
M00053_P00680,0.0,Private
M00053_P00681,6.4,Private
M00053_P00683,0.0,Private
M00053_P00694,0.0,Public
M00054_P00157,0.0,Private
M00054_P00159,0.0,Private
M00054_P00164,6.6,Private
M00054_P00169,0.0,Private
M00054_P00171,6.1,Private
M00054_P00175,6.5,Private
M00054_P00423,0.0,Private
M00054_P00424,0.0,Private
M00054_P00425,6.5,Private
M00054_P00426,6.0,Public
M00054_P00431,6.6,Public
M00054_P00436,7.8,Private
M00054_P00440,6.6,Private
M00055_P00732,7.3,Private
M00055_P00738,6.2,Public
M00055_P00742,0.0,Public
M00055_P00744,0.0,Public
M00055_P00747,0.0,Private
M00055_P00753,6.5,Private
M00055_P00888,0.0,Private
M00055_P00889,6.4,Private
M00055_P00893,5.9,Private
M00055_P00894,0.0,Private
M00055_P00895,6.2,Private
M00055_P00901,7.9,Private
M00055_P00909,5.8,Private
M00056_P00287,0.0,Private
M00056_P00290,5.2,Private
M00056_P00291,0.0,Private
M00056_P00295,7.1,Public
M00056_P00297,6.6,Private
M00056_P00298,0.0,Private
M00056_P00299,0.0,Public
M00056_P00304,7.0,Private
M00056_P00307,5.9,Private
M00056_P00309,6.4,Private
M00056_P00310,6.2,Private
M00056_P00478,0.0,Private
M00056_P00479,6.9,Public
M00056_P00486,0.0,Public
M00056_P00491,0.0,Public
M00057_P00108,6.8,Public
M00057_P00110,6.8,Public
M00057_P00114,0.0,Public
M00057_P00124,6.2,Private
M00057_P00129,5.8,Public
M00057_P00761,0.0,Private
M00057_P00772,6.1,Private
M00058_P00079,0.0,Private
M00058_P00082,6.5,Private
M00058_P00087,6.7,Public
M00058_P00097,6.4,Public
M00058_P00102,6.0,Public
M00058_P01099,6.3,Public
M00058_P01107,5.2,Public
M00058_P01108,6.7,Public
M00058_P01109,0.0,Public
M00058_P01114,6.3,Public
M00058_P01118,0.0,Private
M00059_P00136,0.0,Public
M00059_P00141,6.5,Private
M00059_P00148,5.7,Private
M00059_P00156,0.0,Private
M00059_P00423,0.0,Public
M00059_P00424,0.0,Private
M00059_P00425,7.0,Private
M00059_P00426,5.3,Public
M00059_P00431,5.1,Private
M00059_P00436,0.0,Private
M00059_P00440,6.4,Public
M00060_P00782,0.0,Public
M00060_P00786,0.0,Private
M00060_P00788,6.8,Private
M00060_P00797,5.9,Public
M00060_P00803,6.4,Public
M00060_P00807,5.5,Private
M00060_P00812,7.3,Private
M00060_P00819,6.5,Private
M00060_P00826,0.0,Private
M00060_P00827,7.1,Private
M00061_P00079,0.0,Private
M00061_P00082,5.4,Public
M00061_P00087,6.7,Public
M00061_P00097,0.0,Private
M00061_P00102,6.7,Private
M00061_P00287,6.3,Private
M00061_P00290,0.0,Private
M00061_P00291,6.3,Public
M00061_P00295,6.7,Private
M00061_P00297,5.3,Private
M00061_P00298,0.0,Public
M00061_P00299,5.8,Public
M00061_P00304,6.7,Private
M00061_P00307,0.0,Public
M00061_P00309,0.0,Private
M00061_P00310,6.2,Public
M00062_P00423,0.0,Private
M00062_P00424,4.9,Public
M00062_P00425,7.1,Private
M00062_P00426,6.4,Private
M00062_P00431,0.0,Private
M00062_P00436,6.6,Private
M00062_P00440,7.7,Private
M00062_P00625,0.0,Public
M00062_P00630,0.0,Private
M00062_P00632,7.0,Private
M00062_P00635,5.5,Private
M00062_P00644,5.3,Private
M00062_P00645,7.7,Public
M00062_P00650,6.3,Public
M00063_P00478,5.7,Private
M00063_P00479,8.3,Private
M00063_P00486,6.1,Private
M00063_P00491,0.0,Private
M00063_P00732,5.6,Private
M00063_P00738,5.7,Private
M00063_P00742,8.2,Public
M00063_P00744,0.0,Public
M00063_P00747,7.0,Public
M00063_P00753,6.1,Public
M00064_P00241,6.0,Public
M00064_P00244,5.8,Public
M00064_P00245,0.0,Public
M00064_P00248,0.0,Public
M00064_P00255,6.9,Private
M00064_P00260,7.8,Public
M00064_P00345,6.5,Private
M00064_P00347,0.0,Private
M00064_P00351,7.2,Private
M00064_P00353,6.1,Public
M00064_P00359,7.0,Private
M00064_P00362,5.2,Private
M00065_P00079,7.5,Private
M00065_P00082,0.0,Private
M00065_P00087,6.1,Public
M00065_P00097,5.6,Public
M00065_P00102,6.0,Private
M00065_P00991,0.0,Private
M00065_P00993,5.5,Private
M00065_P00997,5.4,Private
M00065_P01000,0.0,Public
M00065_P01010,6.7,Private
M00066_P00529,0.0,Public
M00066_P00535,0.0,Private
M00066_P00536,5.4,Private
M00066_P00542,6.4,Private
M00066_P00543,0.0,Public
M00066_P01223,0.0,Public
M00066_P01234,7.5,Private
M00066_P01236,5.3,Public
M00066_P01241,0.0,Private
M00066_P01242,5.4,Public
M00067_P00782,0.0,Private
M00067_P00786,0.0,Private
M00067_P00788,6.8,Public
M00067_P00797,0.0,Private
M00067_P00803,5.9,Public
M00067_P00965,0.0,Public
M00067_P00966,6.1,Private
M00067_P00975,6.8,Private
M00067_P00978,0.0,Private
M00067_P00980,6.2,Public
M00067_P00986,0.0,Private
M00068_P00079,5.9,Private
M00068_P00082,5.6,Private
M00068_P00087,5.6,Private
M00068_P00097,5.0,Private
M00068_P00102,0.0,Private
M00068_P00863,6.3,Private
M00068_P00880,5.9,Private
M00068_P00882,7.9,Private
M00069_P00108,0.0,Public
M00069_P00110,0.0,Private
M00069_P00114,0.0,Private
M00069_P00124,5.8,Public
M00069_P00129,5.9,Public
M00069_P01020,6.8,Private
M00069_P01034,6.0,Private
M00069_P01037,5.5,Private
M00069_P01038,5.8,Public
M00070_P00185,6.2,Private
M00070_P00193,0.0,Public
M00070_P00197,6.1,Public
M00070_P00199,6.9,Public
M00070_P00200,5.9,Private
M00070_P00655,0.0,Private
M00070_P00662,6.5,Private
M00070_P00666,0.0,Private
M00070_P00668,6.2,Private
M00070_P00669,0.0,Private
M00070_P00673,6.4,Private
M00070_P00674,6.0,Private
M00071_P00965,0.0,Private
M00071_P00966,5.5,Private
M00071_P00975,0.0,Private
M00071_P00978,6.3,Private
M00071_P00980,6.7,Private
M00071_P00986,6.6,Public
M00071_P01020,0.0,Private
M00071_P01034,6.0,Private
M00071_P01037,6.2,Private
M00071_P01038,0.0,Private
M00072_P00678,0.0,Private
M00072_P00679,0.0,Public
M00072_P00680,6.2,Private
M00072_P00681,0.0,Private
M00072_P00683,0.0,Private
M00072_P00694,5.9,Public
M00072_P01120,6.1,Private
M00073_P00345,5.5,Private
M00073_P00347,6.9,Private
M00073_P00351,6.8,Private
M00073_P00353,6.1,Private
M00073_P00359,5.4,Public
M00073_P00362,6.7,Private
M00073_P00423,7.6,Public
M00073_P00424,7.0,Private
M00073_P00425,6.8,Public
M00073_P00426,5.9,Private
M00073_P00431,5.4,Private
M00073_P00436,0.0,Private
M00073_P00440,0.0,Private
M00074_P00391,0.0,Private
M00074_P00399,6.3,Public
M00074_P00410,5.3,Private
M00074_P00416,5.8,Public
M00074_P00443,6.4,Private
M00074_P00448,0.0,Private
M00074_P00452,5.3,Public
M00074_P00462,5.7,Public
M00074_P00463,0.0,Private
M00074_P00465,5.9,Private
M00074_P00468,6.3,Private
M00075_P01070,6.5,Private
M00075_P01074,0.0,Private
M00075_P01082,0.0,Public
M00075_P01099,6.1,Private
M00075_P01107,4.6,Public
M00075_P01108,6.4,Private
M00075_P01109,6.3,Private
M00075_P01114,5.9,Private
M00075_P01118,0.0,Private
M00076_P00108,0.0,Private
M00076_P00110,6.5,Public
M00076_P00114,8.7,Private
M00076_P00124,0.0,Private
M00076_P00129,6.2,Private
M00076_P00529,6.4,Public
M00076_P00535,0.0,Private
M00076_P00536,6.0,Private
M00076_P00542,0.0,Private
M00076_P00543,5.9,Private
M00077_P00940,5.5,Private
M00077_P00948,6.4,Private
M00077_P00950,6.2,Public
M00077_P00951,6.1,Private
M00077_P00959,0.0,Private
M00077_P00962,5.9,Private
M00077_P01020,0.0,Private
M00077_P01034,0.0,Private
M00077_P01037,5.6,Private
M00077_P01038,5.3,Private
M00078_P00345,5.8,Public
M00078_P00347,4.8,Private
M00078_P00351,6.5,Private
M00078_P00353,6.3,Public
M00078_P00359,6.0,Private
M00078_P00362,0.0,Private
M00078_P00888,4.9,Private
M00078_P00889,0.0,Private
M00078_P00893,5.7,Private
M00078_P00894,0.0,Public
M00078_P00895,0.0,Private
M00078_P00901,0.0,Private
M00078_P00909,6.8,Public
M00079_P00209,5.8,Private
M00079_P00210,0.0,Private
M00079_P00211,0.0,Private
M00079_P00219,6.2,Private
M00079_P00221,6.1,Private
M00079_P00222,5.6,Private
M00079_P00232,0.0,Private
M00079_P00234,0.0,Private
M00079_P00611,6.5,Public
M00079_P00618,0.0,Private
M00079_P00619,0.0,Public
M00079_P00622,0.0,Public
M00080_P00478,0.0,Private
M00080_P00479,7.0,Private
M00080_P00486,7.3,Private
M00080_P00491,6.1,Private
M00080_P00611,6.5,Private
M00080_P00618,7.0,Private
M00080_P00619,5.0,Public
M00080_P00622,4.8,Private
M00081_P00888,6.8,Public
M00081_P00889,4.9,Private
M00081_P00893,6.1,Public
M00081_P00894,5.4,Private
M00081_P00895,0.0,Public
M00081_P00901,7.9,Private
M00081_P00909,0.0,Private
M00081_P01201,5.0,Private
M00081_P01209,0.0,Public
M00081_P01210,0.0,Private
M00081_P01211,7.4,Public
M00081_P01214,0.0,Private
M00082_P00922,0.0,Public
M00082_P00927,0.0,Public
M00082_P00931,0.0,Public
M00082_P00935,0.0,Private
M00082_P01099,5.7,Private
M00082_P01107,0.0,Public
M00082_P01108,0.0,Private
M00082_P01109,6.7,Private
M00082_P01114,7.0,Private
M00082_P01118,6.2,Private
M00083_P00209,5.5,Private
M00083_P00210,0.0,Private
M00083_P00211,0.0,Public
M00083_P00219,0.0,Public
M00083_P00221,0.0,Private
M00083_P00222,6.0,Private
M00083_P00232,6.3,Private
M00083_P00234,0.0,Public
M00083_P00443,0.0,Private
M00083_P00448,6.0,Private
M00083_P00452,0.0,Public
M00083_P00462,0.0,Public
M00083_P00463,5.5,Private
M00083_P00465,5.9,Private
M00083_P00468,6.3,Public
M00084_P00922,7.5,Public
M00084_P00927,6.6,Public
M00084_P00931,0.0,Private
M00084_P00935,6.2,Public
M00084_P01223,0.0,Public
M00084_P01234,6.9,Private
M00084_P01236,7.1,Public
M00084_P01241,0.0,Private
M00084_P01242,5.9,Public
M00085_P00478,6.1,Public
M00085_P00479,6.7,Public
M00085_P00486,6.3,Private
M00085_P00491,6.1,Private
M00085_P01020,5.7,Private
M00085_P01034,6.1,Private
M00085_P01037,5.5,Private
M00085_P01038,5.6,Public
M00086_P00345,0.0,Public
M00086_P00347,6.9,Private
M00086_P00351,0.0,Public
M00086_P00353,6.9,Public
M00086_P00359,0.0,Public
M00086_P00362,0.0,Public
M00086_P01146,0.0,Public
M00086_P01157,5.8,Private
M00086_P01166,6.8,Private
M00086_P01169,6.4,Private
M00087_P00807,0.0,Private
M00087_P00812,7.1,Private
M00087_P00819,6.6,Public
M00087_P00826,0.0,Private
M00087_P00827,6.4,Private
M00087_P00835,0.0,Public
M00087_P00840,0.0,Private
M00087_P00844,0.0,Private
M00087_P00847,6.1,Private
M00087_P00848,0.0,Private
M00087_P00856,0.0,Public
M00088_P00136,0.0,Private
M00088_P00141,7.3,Private
M00088_P00148,6.8,Public
M00088_P00156,5.6,Private
M00088_P01070,5.5,Private
M00088_P01074,0.0,Private
M00088_P01082,6.6,Private
M00089_P00011,0.0,Private
M00089_P00024,0.0,Public
M00089_P00055,0.0,Public
M00089_P00057,0.0,Private
M00089_P00059,5.7,Private
M00089_P00064,5.9,Public
M00089_P00066,0.0,Public
